语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,脱网次数,mos质差次数,未接通掉话次数,是否投诉,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,场所合计,出现问题合计,脱网次数、mos质差次数、未接通掉话次数合计
9,9,9,9,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,4,0,2,0,0,1,0,0,189,0,22,58,189,0,224,0,24921646,0,1,4,1,3,6
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,135,0,18,60,135,0,182,0,44675169,0,1,3,0,0,0
7,6,6,6,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,75,37,5,0,2,0,0,1,0,0,914,0,22,74,914,0,824,0,16206655,0,1,4,3,4,117
9,9,9,9,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,2,6,0,2,0,0,1,0,0,1279,0,11,108,1279,0,1739,0,4050191,0,1,5,1,3,8
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,5,1,0,1,0,0,1,0,0,482,0,11,38,482,0,421,0,12932826,0,0,4,0,0,81
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,902,0,11,105,902,0,905,0,6169795,0,1,4,0,0,1
8,7,7,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,207,0,14,111,207,0,155,0,72868,0,0,5,1,1,2
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,138,0,14,130,138,0,239,0,77077739,0,0,3,0,0,0
7,8,7,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74,1,1,0,2,0,0,1,0,0,159,0,11,108,159,9,209,0,7646687,0,1,5,1,1,76
7,6,9,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1.49,1,1,0,326,0,11,27.2,326,0,349,0,120103,0,0,2,2,2,1
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2,0,0,1,0,0,1,0,0,364,0,11,25,364,0,696,0,7541106,0,0,2,0,0,75
9,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,0,0,2,0,0,1,0,0,296,0,11,138,296,0,237,0,20723929,0,1,5,0,0,77
9,9,9,9,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,3,0,0,2,0,0,1,0,0,127,0,18,128,127,0,248,0,15042851,0,1,5,3,3,3
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,1,0,0,1,0,0,70,0,14,30,70,0,119,0,67938554,0,0,2,0,0,72
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,252,0,11,135,252,0,378,0,43641456,0,0,5,0,0,2
9,9,9,9,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,6,0,0,1,0,0,1,0,0,460,0,11,70,460,0,564,0,10907723,0,0,4,2,2,6
9,6,7,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,0,59,0,22,18,59,0,264,0,1667281,0,0,3,1,1,3
8,6,7,8,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,78,0,18,38.1,78,0,69,0,5169513,0,1,4,1,2,1
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,20,0,22,11,20,0,99,0,10560,0,0,4,0,0,1
9,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1575.88,1,30,0,324,0,11,160,324,0,329,0,65913435,0,1,5,0,0,1
8,8,8,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,1,0,0,495,0,22,20,495,0,427,0,24048743,0,0,4,1,1,6
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,383,0,11,15,383,0,519,0,6367812,0,0,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,1,0,0,1,0,0,1,0,22,18.3,1,0,10,0,19728888,0,0,4,0,0,68
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2,21,0,2,0,0,1,0,0,486,0,11,60,486,0,518,0,10110038,0,1,3,0,0,91
9,9,9,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,1,0,0,1617,0,11,68,1617,0,2282,0,6499765,0,0,4,1,1,5
8,8,7,9,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4,0,0,1,0,0,1,0,0,674,0,11,56,674,0,587,0,294756,0,0,4,2,3,4
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0,1,186,0,337,0,11,380.9,337,0,579,0,112284732,0,0,5,0,0,10
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,95,0,11,139,95,0,220,0,19858374,0,1,5,0,0,0
9,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,30,0,22,50,30,0,45,0,2627519,0,0,4,0,0,1
9,4,9,9,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,22,4,1,0,1,0,0,1,0,0,319,0,22,100,319,0,383,0,13657361,0,0,4,2,1,27
4,4,4,2,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,15,16,1,0,2,0,0,1,0,0,401,0,22,58,401,0,394,0,13802005,0,1,4,2,3,32
9,7,7,7,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,334,0,11,105,334,0,441,0,27798603,0,0,5,5,3,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,64,0,22,139.3,64,0,85,0,6360735,0,0,5,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,0,0,2,0,0,1,0,0,152,0,11,215.7,152,0,167,0,5024378,0,1,5,0,0,69
9,7,7,9,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,140,0,22,69,140,0,141,0,4650189,0,0,4,2,1,2
9,9,9,9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,8,0,1,0,0,1,0,0,139,0,14,49,139,0,253,0,23991090,0,0,4,1,1,15
9,8,9,8,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,145,0,11,50,145,0,64,0,3224758,0,0,4,2,4,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,814,0,22,42.15,814,0,449,0,27231971,0,0,4,0,0,1
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,125,0,11,90,125,0,212,0,53707430,0,1,5,0,0,0
9,5,9,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,93,0,11,64,93,0,87,0,16136115,0,0,4,1,1,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,627,0,22,136.9,627,0,263,0,12538356,0,0,5,0,0,1
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,170,0,11,58.75,170,0,115,0,63820208,0,0,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,217,0,11,79.9,217,20,157,0,4925091,0,1,4,0,0,1
7,6,7,8,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,43.76,1,10,0,519,0,22,49.19,519,0,576,0,4438431,0,0,4,2,2,1
9,9,9,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,4,0,2,0,0,1,0,0,359,0,22,81,359,0,403,0,30606359,0,1,4,1,2,7
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,144,0,11,95,144,0,105,0,11263452,0,0,4,0,0,1
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,0,0,423,0,11,70,423,0,444,0,11758048,0,1,4,0,0,3
7,8,8,9,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25,16,0,1,0,0,1,0,0,2901,0,22,147,2901,0,2241,0,15568504,0,0,4,1,2,41
1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,16,4,0,1,0,0,1,0,0,830,0,22,83.2,830,9,537,0,15610616,0,0,4,2,4,20
6,5,5,5,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,67,2,0,0,1,0,0,1,0,0,176,0,14,30.12,176,0,224,0,5411560,0,0,4,1,3,69
9,9,9,9,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,6,0,0,1,0,0,1,0,0,551,0,11,140,551,0,708,0,9702350,0,0,5,3,3,6
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,175,0,22,65,175,0,182,0,7121377,0,0,4,0,0,0
8,8,8,6,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,263,0,11,60,263,0,282,0,654568,0,0,4,2,2,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,132,0,18,16,132,0,191,0,15505802,0,0,4,0,0,0
6,5,6,6,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,3,2,0,2,0,0,1,0,0,512,0,11,45.52,512,0,559,0,16911416,0,1,4,2,4,5
7,9,9,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,5,0,0,1,0,0,1,0,0,392,0,11,71.32,392,0,458,0,6155172,0,0,4,5,5,5
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,394,0,17,90,394,0,266,0,3491727,0,1,5,0,0,0
7,7,7,7,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,1,11.74,0,341,0,11,100,341,0,276,0,15616960,0,1,4,2,2,1
7,6,7,7,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,1,0,0,737,0,17,198,737,0,814,0,2879080,0,1,5,2,4,0
3,2,2,2,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,26,1,1,0,1,0,0,1,80,0,150,0,22,148,150,0,227,0,4590102,0,0,4,6,4,28
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,10,1,0,1,0,0,1,0,0,466,0,22,135,466,0,395,0,75583141,0,0,5,0,0,76
8,8,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,217,0,11,59,217,0,216,0,4328648,0,0,2,1,1,1
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1,0,0,236,0,22,23,236,0,211,0,7411246,0,0,4,0,0,5
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1554,0,11,48.48,1554,0,1147,0,7137049,0,1,4,0,0,1
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,2,0,0,1,0,0,60,0,15,128,60,0,151,0,23233809,0,1,5,0,0,64
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,7,5,0,2,0,0,1,0,0,822,0,17,90,822,0,1019,0,27001859,0,1,4,0,0,76
8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,33,0,18,20,33,0,24,0,144214,0,1,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,122,0,4,20,122,0,127,0,1312707,0,0,4,0,0,3
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,153,0,22,18,153,0,197,0,2698289,0,0,4,0,0,2
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,204,0,11,110,204,0,460,0,5876522,0,0,5,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,270,0,11,53,270,0,252,0,13021378,0,0,4,0,0,3
7,4,7,6,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,20,0,3,0,2,0,0,1,0,0,796,0,22,205,796,0,1100,0,22112648,0,1,5,6,5,23
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,1,0,0,1,0,0,1252,0,11,235.33,1252,0,686,0,11610167,0,0,6,0,0,10
9,9,9,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,93,0,14,131.3,93,0,111,0,862549,0,1,5,2,1,1
3,3,3,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,15,2,0,1,0,0,1,0,0,561,0,22,138.49,561,0,816,0,8562172,0,0,5,2,3,17
4,4,4,3,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,5,2,0,1,0,0,1,0,0,301,0,22,108,301,0,263,0,20355965,0,0,5,3,4,7
8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,0,0,1,0,0,1,0,0,475,0,11,59.1,475,0,452,0,2772657,0,0,5,0,0,64
4,3,2,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,15,2,0,1,0,0,1,0,0,684,0,22,72.1,684,0,813,0,25446926,0,0,4,2,3,17
7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,122,0,22,10,122,0,81,0,39327,0,0,4,0,0,3
7,7,7,7,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,4,0,0,1,0,0,1,0,0,147,0,22,66,147,0,156,0,2598587,0,0,4,1,4,4
7,6,7,8,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,61,13,2,0,1,0,0,1,0,0,957,0,22,105.33,957,0,804,0,6455576,0,0,4,5,4,76
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,140,0,11,37.9,140,0,116,0,11545995,0,1,4,0,0,2
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,16,1,0,1,0,0,1,0,0,796,0,22,58,796,0,1366,0,17186030,0,0,4,0,0,78
7,8,7,7,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,61,8,2,0,1,0,0,1,0,0,607,0,14,49,607,0,940,0,5644788,0,0,4,3,3,71
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2,0,0,2,0,0,1,0,0,76,0,11,71.8,76,0,309,0,13663824,0,1,4,0,0,63
7,7,7,7,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,1,0,0,117,0,11,143,117,0,145,0,6904852,0,1,5,1,3,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,587,0,11,95.41,587,0,431,0,252342,0,0,4,0,0,0
6,6,7,7,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,17,0,0,1,0,0,1,0,0,503,0,22,79,503,0,514,0,3346277,0,0,4,4,4,17
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,36.89,1,6.67,0,241,0,22,98.87,241,0,405,0,22401632,0,0,4,0,0,2
8,8,8,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,0,0,90,0,22,69,90,0,84,0,4275632,0,1,4,1,1,2
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,288,0,11,50,288,0,259,0,27770490,0,0,4,0,0,0
3,2,3,2,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,11,14,2,0,2,0,0,1,0,0,1178,0,22,390.47,1178,39,829,0,15285422,0,1,7,2,4,27
9,9,8,8,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,10,0,204,0,22,67,204,0,88,0,40799672,0,0,4,1,2,1
9,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,251,0,18,44,251,0,320,0,12823361,0,1,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,422,0,11,46.05,422,0,353,0,4590245,0,1,4,0,0,3
9,8,9,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,2,0,0,1,0,0,335,0,11,50,335,0,404,0,13767721,0,1,4,1,2,3
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,1,0,0,1,0,0,495,0,22,50.33,495,0,369,0,5724183,0,0,4,0,0,27
7,8,8,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,55,0,11,41.6,55,0,89,0,297846,0,0,4,1,1,0
9,9,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,1,0,0,142,0,14,30,142,0,87,0,38323944,0,1,3,0,0,5
9,7,9,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,195,0,11,62.4,195,0,741,0,7664525,0,1,4,1,1,1
3,1,2,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,31,6,2,0,1,0,0,1,0,0,566,0,22,13,566,0,355,0,43253548,0,0,4,1,2,39
9,9,9,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,0,0,1,0,0,402,0,11,110,402,0,540,0,17241687,0,0,5,1,1,7
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,628,0,18,108.87,628,48,413,0,264736,0,0,4,0,0,2
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,0,0,1,0,0,1,0,0,246,0,11,130,246,0,559,0,5086868,0,0,5,0,0,64
7,7,6,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8,0,2,0,0,1,0,0,1082,0,11,141,1082,0,1004,0,4525077,0,1,5,1,1,8
9,7,8,7,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,40,1,2,0,1,0,7.5,1,1.16,0,142,0,22,12.16,142,0,80,0,5719637,0,0,4,2,4,43
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,70,0,11,58,70,0,236,0,673130,0,1,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,169,0,11,184,169,0,91,0,49423655,0,1,5,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,1,0,0,1,0,0,1463,0,22,198,1463,0,1811,0,10295185,0,0,5,0,0,15
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,148,0,22,88,148,0,109,0,8195447,0,1,4,0,0,3
9,9,9,9,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,2,0,293.3,1,20,0,137,0,17,333,137,0,46,0,209804910,0,1,3,1,4,1
5,5,5,5,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,2,0,0,1,0,0,1,0,0,36,0,17,5.36,36,0,74,0,13562,0,0,3,3,5,2
9,9,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,134,0,22,59.3,134,0,227,0,184605,0,0,4,1,1,3
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2,1,0,1,0,0,1,0,0,235,0,11,170,235,0,196,0,24645194,0,0,5,0,0,62
8,8,8,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,59,10,0,0,1,0,0,1,0,0,361,0,11,50.99,361,0,173,0,6781522,0,0,4,1,1,69
7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,274,0,11,29.5,274,0,119,0,7477029,0,1,4,0,0,3
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,224,0,22,69.9,224,0,421,0,1993211,0,0,4,0,0,4
8,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,1,0,0,131,0,11,15,131,0,117,0,5882795,0,0,4,0,0,8
8,8,8,8,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,37.4,1,10,0,601,0,22,74,601,0,414,0,5547037,0,0,4,2,1,1
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,101,0,11,18,101,0,54,0,841380,0,0,4,0,0,0
9,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,10,0,211,0,11,69,211,0,389,0,17623755,0,1,4,0,0,1
4,7,7,4,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,58,0,0,0,1,0,0,1,0,0,1086,0,11,95,1086,0,69,0,15402621,0,0,4,2,3,58
7,7,7,6,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,0,2,0,0,1,0,0,67,0,22,80,67,0,61,0,10832347,0,1,5,1,3,3
9,7,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,17,1,0,1,0,0,1,0,0,279,0,11,87,279,0,297,0,19216034,0,0,5,0,0,76
9,8,9,8,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,2,0,1,2,0,0,1,0,0,299,0,18,68,299,0,211,0,3091743,0,1,4,4,4,2
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,14,0,0,2,0,0,1,0,0,488,0,22,91.1,488,0,526,0,3767745,0,1,5,1,4,14
9,9,9,9,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,135,0,17,139.2,135,0,134,0,25159184,0,0,5,2,2,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,0,1,0,0,1,0,0,226,0,22,98,226,0,145,0,9583680,0,0,4,0,0,60
9,9,9,9,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,150,0,22,30,150,0,118,0,12903608,0,0,3,2,1,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,378,0,11,104.58,378,0,424,0,4740015,0,1,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,119,0,11,70,119,0,148,0,1443720,0,1,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,10,0,128,0,17,80,128,0,202,0,63841234,0,1,3,0,0,1
8,8,8,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,1,1,0,0,1,0,0,141,0,14,70,141,0,145,0,6907783,0,0,5,1,2,5
8,7,8,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,1,0,0,175,0,22,69.1,175,0,206,0,11192331,0,0,4,1,1,6
9,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,0,0,1,0,0,1,0,0,167,0,14,20,167,0,118,0,802083,0,0,3,0,0,58
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,468,0,11,198,468,0,709,0,53913727,0,1,6,0,0,1
8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,2,0,0,1,0,0,77,0,11,60,77,0,159,0,9670196,0,1,4,0,0,55
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,235,0,22,187,235,0,149,0,8280926,0,0,6,0,0,4
9,7,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,414,0,17,24.2,414,0,380,0,5320708,0,1,4,0,0,2
8,8,8,8,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,55,13,2,0,1,0,0,1,0,0,714,0,14,71.1,714,0,342,0,28142131,0,0,4,1,2,70
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,1,0,0,1,0,0,466,0,18,11,466,0,196,0,1071902,0,0,2,0,0,54
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,40,0,11,129,40,0,75,0,17243769,0,1,5,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,118,0,22,69,118,0,64,0,36503331,0,1,0,0,0,0
5,5,7,7,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,498,0,22,100.99,498,0,237,0,7349826,0,1,4,3,2,3
9,8,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,82,0,11,29,82,0,44,0,49848,0,0,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,2,0,0,1,0,0,3271,0,11,448.25,3271,0,3763,0,10815769,0,1,7,0,0,15
